tx,GetAccountAvailableBalance,GetBlockAtHeight,RevokeEncodedAccountKey,AddEncodedAccountKey,CreateCompositeValue,CreateAccount,SetValue,GetStorageUsed,GenerateUUID,FunctionInvocation,TransferArrayValue,GetOrLoadProgram,UpdateAccountContractCode,Statement,RLPDecoding,DestroyCompositeValue,GetStorageCapacity,GetAccountBalance,GetAccountContractCode,ResolveLocation,GetCurrentBlockHeight,CreateDictionaryValue,TransferCompositeValue,TransferDictionaryValue,AllocateStorageIndex,Loop,CreateArrayValue,GetCode,EmitEvent,EVMGasUsage,GetValue,EncodeValue,EncodeEvent,estimated,ms
get signer vault + convert int to string,0,0,0,0,0,0,0,0,0,3048,0,44,0,6100,0,0,0,0,37,35,0,0,0,0,0,3048,0,37,0,0,1457,0,0,12196,15
reference tx + transfer tokens,0,0,0,0,1071,0,122,0,357,3927,0,44,0,9972,0,357,0,0,37,35,0,0,1071,0,0,2114,0,37,66402,0,1954,67,714,16013,21
convert int to string + decode hex,0,0,0,0,0,0,0,0,0,22037,0,44,0,44078,0,0,0,0,37,35,0,0,0,0,0,22037,13118,37,0,0,0,0,0,88152,71
get public account,0,0,0,0,0,0,0,0,0,46887,0,44,0,93776,0,0,0,0,37,35,0,0,0,0,0,46887,0,37,0,0,0,0,0,187550,65
call empty contract function + get public account,0,0,0,0,0,0,0,0,0,7943,0,44,0,15890,0,0,0,0,37,35,0,0,0,0,0,7943,0,37,0,0,221,0,0,31776,17
copy array from storage + transfer tokens,0,0,0,0,5775,0,122,0,1925,31323,101480,44,0,196499,0,1925,0,0,37,35,0,0,5775,0,0,62813,0,37,358050,0,2446,67,3850,290635,247
call empty contract function + get signer vault,0,0,0,0,0,0,0,0,0,26421,0,44,0,52846,0,0,0,0,37,35,0,0,0,0,0,26421,0,37,0,0,1680,0,0,105688,57
get signer vault + decode hex,0,0,0,0,0,0,0,0,0,32458,0,44,0,64920,0,0,0,0,37,35,0,0,0,0,0,32458,10558,37,0,0,1416,0,0,129836,146
mint NFT + copy array from storage and save a duplicate,0,0,0,0,3616,0,740282,0,3616,48466,283350,44,0,217994,0,0,0,0,37,35,0,0,10848,0,15044,71620,0,37,0,0,7508,526810,0,338080,381
get signer vault,0,0,0,0,0,0,0,0,0,722,0,44,0,1446,0,0,0,0,37,35,0,0,0,0,0,722,0,37,0,0,1416,0,0,2890,3
emit event + get account and get balance,0,0,0,0,35228,0,0,0,0,76270,0,17520,0,117316,0,0,0,1938,74,69,0,0,0,0,0,37166,0,74,2007996,0,5244451,0,35228,230752,381
reference tx + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,6906,57550,44,0,72885,0,0,0,0,37,35,0,0,0,0,2302,47559,0,37,0,0,3360,1585,0,127350,120
transfer tokens + get signer address,0,0,0,0,222,0,122,0,74,814,0,44,0,5630,0,74,0,0,37,35,0,0,222,0,0,2036,0,37,13764,0,1913,67,148,8480,6
copy array from storage + add and remove key to/from account,0,0,2942,2942,0,0,0,0,0,10496,231466,44,0,33880,0,0,0,0,37,35,0,0,0,0,0,12962,5884,37,1268002,0,1827,0,5884,57338,130
load and save empty string on signers address + get signer vault,0,0,0,0,0,0,1286,0,0,39785,0,44,0,62674,0,0,0,0,37,35,0,0,0,0,0,22885,0,37,0,0,1457,1271,0,125344,68
decode hex + call empty contract function,0,0,0,0,0,0,0,0,0,44383,0,44,0,88770,0,0,0,0,37,35,0,0,0,0,0,44383,5519,37,0,0,221,0,0,177536,84
create new account,0,0,0,0,0,400,0,0,0,400,0,74,0,802,0,0,0,0,73,65,0,0,0,0,0,400,0,73,22000,0,0,0,400,1602,158
mint NFT,0,0,0,0,12479,0,2513150,0,12479,49916,0,44,0,87355,0,0,0,0,37,35,0,0,37437,0,12801,12479,0,37,0,0,3115,1776784,0,149750,255
create and destroy EVM bridged account + create new account and deploy contract,0,0,0,0,2098,201,48341,0,1897,6294,121257,74,201,10092,0,1897,0,0,274,65,0,0,3794,0,402,2098,2299,274,45024,0,451199,17286,402,18484,175
get signer vault + copy array from storage,0,0,0,0,0,0,0,0,0,16477,156470,44,0,236369,0,0,0,0,37,35,0,0,0,0,0,94712,0,37,0,0,1949,0,0,347558,184
transfer tokens,0,0,0,0,1143,0,122,0,381,4191,0,44,0,8765,0,381,0,0,37,35,0,0,1143,0,0,381,0,37,70866,0,1913,67,762,13337,23
decode hex + get account and get available balance,2520,0,0,0,0,0,0,2520,0,42495,0,17684,0,67354,0,0,0,0,37,35,0,0,0,0,0,14775,12255,37,0,0,6882120,0,0,124624,406
borrow array from storage + get account and get storage used,0,0,0,0,0,0,0,16873,0,31807,0,44,0,257760,0,0,0,0,37,35,0,0,0,0,0,106477,0,37,0,0,1827,0,0,396044,312
get signer address,0,0,0,0,0,0,0,0,0,0,0,44,0,2662,0,0,0,0,37,35,0,0,0,0,0,1330,0,37,0,0,0,0,0,3992,6
call empty contract function + get account and get storage used,0,0,0,0,0,0,0,2161,0,4909,0,44,0,9822,0,0,0,0,37,35,0,0,0,0,0,4909,0,37,0,0,223,0,0,19640,14
get account and get balance + get account and get storage capacity,0,0,0,0,0,0,0,0,0,14647,0,20023,0,20728,0,0,1714,883,74,69,0,0,0,0,0,2597,0,74,0,0,7000058,0,0,37972,317
get signer address,0,0,0,0,0,0,0,0,0,0,0,44,0,9816,0,0,0,0,37,35,0,0,0,0,0,4907,0,37,0,0,0,0,0,14723,3
get public account + create new account and deploy contract,0,0,0,0,154,154,25410,0,0,8379,5698,74,154,16300,0,0,0,0,227,65,0,0,0,0,308,8071,308,227,34496,0,333564,13244,308,32750,101
load and save empty string on signers address + mint NFT,0,0,0,0,6918,0,1410126,0,6918,77978,0,44,0,123889,0,0,0,0,37,35,0,0,20754,0,7096,32071,0,37,0,0,4875,1001844,0,233938,211
get account and get storage capacity,0,0,0,0,0,0,0,0,0,16324,0,16368,0,20990,0,0,2332,0,37,35,0,0,0,0,0,2332,0,37,0,0,6368692,0,0,39646,298
get signer address + get signer receiver,0,0,0,0,0,0,0,0,0,19839,0,44,0,22124,0,0,0,0,37,35,0,0,0,0,0,11060,0,37,0,0,1913,0,0,53023,83
transfer tokens + call empty contract function,0,0,0,0,8193,0,122,0,2731,35465,0,44,0,73665,0,2731,0,0,37,35,0,0,8193,0,0,8155,0,37,507966,0,2134,67,5462,117285,182
get public account + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,41343,128400,44,0,139186,0,0,0,0,37,35,0,0,0,0,5136,56751,0,37,0,0,3360,1585,0,237280,188
get account and get balance + get account and get storage capacity,0,0,0,0,0,0,0,0,0,12940,0,20950,0,19474,0,0,1282,1322,74,69,0,0,0,0,0,2604,0,74,0,0,7025912,0,0,35018,355
transfer tokens to EVM address + get account and get balance,0,0,0,0,483,0,170636,0,1,4420,162972,6099,0,5948,52536,1,0,669,74,69,0,0,966,0,0,669,483,74,421264,10122000,2041812,0,964,11037,153
load and save empty string on signers address + copy array from storage and save a duplicate,0,0,0,0,0,0,2819,0,0,31563,68275,44,0,81486,0,0,0,0,37,35,0,0,0,0,2731,28071,0,37,0,0,3401,2796,0,141120,110
borrow array from storage,0,0,0,0,0,0,0,0,0,8958,0,44,0,134372,0,0,0,0,37,35,0,0,0,0,0,53748,0,37,0,0,1827,0,0,197078,134
create and destroy EVM bridged account + add key to account,0,0,0,2346,253,0,2024,0,253,5451,186438,44,0,5961,0,253,0,0,37,35,0,0,506,0,0,2599,2599,37,499698,0,2681,0,2346,14011,75
load and save long string on signers address,0,0,0,0,0,0,1327,0,0,21090,0,44,0,31637,0,0,0,0,37,35,0,0,0,0,0,10545,0,37,0,0,1335,1312,0,63272,36
get public account,0,0,0,0,0,0,0,0,0,22501,0,44,0,45004,0,0,0,0,37,35,0,0,0,0,0,22501,0,37,0,0,0,0,0,90006,32
get account and get storage used + mint NFT,0,0,0,0,3455,0,694836,16179,3455,29999,0,44,0,56547,0,0,0,0,37,35,0,0,10365,0,3543,19634,0,37,0,0,274,490886,0,106180,131
copy array from storage and save a duplicate + emit event,0,0,0,0,35412,0,1608,0,0,89859,158625,44,0,214105,0,0,0,0,37,35,0,0,0,0,6345,73482,0,37,2018484,0,3583,1585,35412,377446,326
get account and get storage used + copy array from storage,0,0,0,0,0,0,0,116,0,3251,31350,44,0,47261,0,0,0,0,37,35,0,0,0,0,0,18926,0,37,0,0,1827,0,0,69438,35
add and remove key to/from account + mint NFT,0,0,1617,1617,1991,0,403078,0,1991,12815,118041,44,0,18792,0,0,0,0,37,35,0,0,5973,0,2042,3608,3234,37,696927,0,2685,285504,3234,35215,115
load and save long string on signers address + add and remove key to/from account,0,0,76,76,0,0,1327,0,0,47784,5548,44,0,71566,0,0,0,0,37,35,0,0,0,0,0,23854,152,37,32756,0,1335,1312,152,143204,81
load and save empty string on signers address + convert int to string,0,0,0,0,0,0,1286,0,0,99008,0,44,0,169861,0,0,0,0,37,35,0,0,0,0,0,70849,0,37,0,0,1335,1271,0,339718,122
borrow array from storage,0,0,0,0,0,0,0,0,0,2331,0,44,0,34967,0,0,0,0,37,35,0,0,0,0,0,13986,0,37,0,0,1827,0,0,51284,42
copy array from storage,0,0,0,0,0,0,0,0,0,16507,165070,44,0,247607,0,0,0,0,37,35,0,0,0,0,0,99042,0,37,0,0,1827,0,0,363156,687
load and save empty string on signers address + get account and get available balance,1564,0,0,0,0,0,1286,1564,0,19094,0,10992,0,27081,0,0,0,0,37,35,0,0,0,0,0,1727,0,37,0,0,4208454,1271,0,47902,228
add and remove key to/from account,0,0,2713,2713,0,0,0,0,0,8139,198049,44,0,8141,0,0,0,0,37,35,0,0,0,0,0,2713,5426,37,1169303,0,0,0,5426,18993,117
get public account + get signer vault,0,0,0,0,0,0,0,0,0,13515,0,44,0,27034,0,0,0,0,37,35,0,0,0,0,0,13515,0,37,0,0,1416,0,0,54064,37
borrow array from storage + mint NFT,0,0,0,0,1770,0,358534,0,1770,10382,0,44,0,61924,0,0,0,0,37,35,0,0,5310,0,1815,21582,0,37,0,0,4479,253999,0,93888,94
add key to account + add and remove key to/from account,0,0,1067,8687,0,0,0,0,0,18441,634151,44,0,18445,0,0,0,0,37,35,0,0,0,0,0,8687,9754,37,2082937,0,0,0,9754,45573,268
get signer address + transfer tokens,0,0,0,0,1029,0,122,0,343,3773,0,44,0,42035,0,343,0,0,37,35,0,0,1029,0,0,17414,0,37,63798,0,1954,67,686,63222,50
get signer vault + reference tx,0,0,0,0,0,0,0,0,0,1865,0,44,0,5201,0,0,0,0,37,35,0,0,0,0,0,3332,0,37,0,0,1416,0,0,10398,12
mint NFT + get account and get storage used,0,0,0,0,7000,0,1410809,16655,7000,44655,0,44,0,82314,0,0,0,0,37,35,0,0,21000,0,7180,23655,0,37,0,0,2879,997704,0,150624,7355
load and save long string on signers address,0,0,0,0,0,0,1327,0,0,61414,0,44,0,92123,0,0,0,0,37,35,0,0,0,0,0,30707,0,37,0,0,1294,1312,0,184244,96
get account and get available balance,708,0,0,0,0,0,0,708,0,8496,0,5000,0,12038,0,0,0,0,37,35,0,0,0,0,0,708,0,37,0,0,1904520,0,0,21242,114
create new account and deploy contract,0,0,0,0,450,450,74248,0,0,1350,16650,74,450,1352,0,0,0,0,523,65,0,0,0,0,900,450,900,523,100800,0,974700,38700,900,3152,224
emit event,0,0,0,0,7597,0,0,0,0,15194,0,44,0,22793,0,0,0,0,37,35,0,0,0,0,0,7597,0,37,433029,0,221,0,7597,45584,32
convert int to string and concatenate it + load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,65926,0,44,0,80198,0,0,0,0,37,35,0,0,0,0,0,32963,0,37,0,0,1294,1271,0,179087,70
call empty contract function + borrow array from storage,0,0,0,0,0,0,0,0,0,15464,0,44,0,123154,0,0,0,0,37,35,0,0,0,0,0,50934,0,37,0,0,2089,0,0,189552,128
get account and get storage capacity,0,0,0,0,0,0,0,0,0,15876,0,15920,0,20414,0,0,2268,0,37,35,0,0,0,0,0,2268,0,37,0,0,6193908,0,0,38558,357
load and save empty string on signers address + get account and get balance,0,0,0,0,0,0,1286,0,0,37133,0,20085,0,59038,0,0,0,2223,74,69,0,0,0,0,0,17455,0,74,0,0,6016732,1271,0,113626,349
create and destroy EVM bridged account + transfer tokens,0,0,0,0,28869,0,78842,0,16183,99293,590400,44,0,195093,0,16183,0,0,37,35,0,0,38709,0,0,16183,9840,37,1179798,0,81290,67,12686,310569,549
get account and get storage used + copy array from storage and save a duplicate,0,0,0,0,0,0,1608,1533,0,8799,60550,44,0,44244,0,0,0,0,37,35,0,0,0,0,2422,16065,0,37,0,0,3401,1585,0,69108,55
borrow array from storage + create new account and deploy contract,0,0,0,0,737,737,121601,0,0,11088,27269,74,737,135370,0,0,0,0,810,65,0,0,0,0,1474,53999,1474,810,165088,0,1598169,63382,1474,200457,623
transfer tokens + get account and get available balance,2516,0,0,0,12174,0,122,2516,4058,74830,0,17656,0,136110,0,4058,0,0,37,35,0,0,12174,0,0,6574,0,37,754788,0,6769953,67,8116,217514,542
mint NFT,0,0,0,0,6254,0,1273968,0,6254,25016,0,44,0,43780,0,0,0,0,37,35,0,0,18762,0,6415,6254,0,37,0,0,3585,904877,0,75050,129
transfer tokens to EVM address,0,0,0,0,2138,0,756506,0,1,10688,722336,44,0,8552,232918,1,0,0,37,35,0,0,4276,0,0,0,2138,37,1867708,44877000,902479,0,4274,19240,284
create new account,0,0,0,0,0,809,0,0,0,809,0,74,0,1620,0,0,0,0,73,65,0,0,0,0,0,809,0,73,44495,0,0,0,809,3238,624
create new account and deploy contract,0,0,0,0,281,281,46364,0,0,843,10397,74,281,845,0,0,0,0,354,65,0,0,0,0,562,281,562,354,62944,0,608646,24166,562,1969,143
call empty contract function + emit event,0,0,0,0,22679,0,0,0,0,62929,0,44,0,103183,0,0,0,0,37,35,0,0,0,0,0,40250,0,37,1292703,0,219,0,22679,206362,128
create new account and deploy contract + get signer vault,0,0,0,0,51,51,8415,0,0,4743,1887,74,51,9337,0,0,0,0,124,65,0,0,0,0,102,4641,102,124,11424,0,111882,4386,102,18721,45
emit event + load and save empty string on signers address,0,0,0,0,4293,0,1286,0,0,31168,0,44,0,46756,0,0,0,0,37,35,0,0,0,0,0,15584,0,37,244701,0,1515,1271,4293,93508,49
transfer tokens,0,0,0,0,8697,0,122,0,2899,31889,0,44,0,66679,0,2899,0,0,37,35,0,0,8697,0,0,2899,0,37,539214,0,1913,67,5798,101467,154
get account and get available balance + copy array from storage,373,0,0,0,0,0,0,373,0,15941,114650,2655,0,178320,0,0,0,0,37,35,0,0,0,0,0,69163,0,37,0,0,1005197,0,0,263424,174
convert int to string and concatenate it + transfer tokens to EVM address,0,0,0,0,374,0,132050,0,1,27600,126130,44,0,27230,40655,1,0,0,37,35,0,0,748,0,0,12866,374,37,325998,7833000,158071,0,746,67696,74
transfer tokens to EVM address + borrow array from storage,0,0,0,0,1091,0,385868,0,1,21313,368470,44,0,242266,118805,1,0,0,37,35,0,0,2182,0,0,95160,1091,37,952650,22890000,462472,0,2180,358739,394
get account and get balance,0,0,0,0,0,0,0,0,0,4635,0,13983,0,9272,0,0,0,1545,74,69,0,0,0,0,0,1545,0,74,0,0,4244115,0,0,15452,216
decode hex + get account and get storage used,0,0,0,0,0,0,0,4910,0,18233,0,44,0,36470,0,0,0,0,37,35,0,0,0,0,0,18233,13323,37,0,0,0,0,0,72936,6229
transfer tokens,0,0,0,0,13527,0,122,0,4509,49599,0,44,0,103709,0,4509,0,0,37,35,0,0,13527,0,0,4509,0,37,838674,0,1913,67,9018,157817,245
reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,1656,0,0,0,0,37,35,0,0,0,0,0,1654,0,37,0,0,0,0,0,3310,8
get account and get storage capacity,0,0,0,0,0,0,0,0,0,18949,0,18993,0,24365,0,0,2707,0,37,35,0,0,0,0,0,2707,0,37,0,0,7281830,0,0,46021,334
mint NFT + convert int to string and concatenate it,0,0,0,0,2252,0,460782,0,2252,34606,0,44,0,41366,0,0,0,0,37,35,0,0,6756,0,2310,15051,0,37,0,0,3387,327809,0,91023,68
add key to account,0,0,0,10306,0,0,0,0,0,20612,752338,44,0,20614,0,0,0,0,37,35,0,0,0,0,0,10306,10306,37,2195178,0,0,0,10306,51532,304
get signer receiver,0,0,0,0,0,0,0,0,0,10140,0,44,0,6762,0,0,0,0,37,35,0,0,0,0,0,3380,0,37,0,0,1954,0,0,20282,29
get signer address + load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,30510,0,44,0,79527,0,0,0,0,37,35,0,0,0,0,0,32134,0,37,0,0,1294,1271,0,142171,55
call empty contract function + add key to account,0,0,0,6672,0,0,0,0,0,20963,487056,44,0,28586,0,0,0,0,37,35,0,0,0,0,0,14291,6672,37,1421136,0,221,0,6672,63840,211
mint NFT + copy array from storage and save a duplicate,0,0,0,0,626,0,130252,0,626,3503,8325,44,0,10047,0,0,0,0,37,35,0,0,1878,0,975,2624,0,37,0,0,6186,93190,0,16174,183
create new account and deploy contract + get public account,0,0,0,0,538,538,88769,0,0,7786,19906,74,538,13962,0,0,0,0,611,65,0,0,0,0,1076,6710,1076,611,120512,0,1165308,46268,1076,28458,285
create new account and deploy contract,0,0,0,0,681,681,112363,0,0,2043,25197,74,681,2045,0,0,0,0,754,65,0,0,0,0,1362,681,1362,754,152544,0,1475046,58566,1362,4769,687
get account and get storage used + get account and get storage capacity,0,0,0,0,0,0,0,9763,0,23539,0,13820,0,37242,0,0,1968,0,37,35,0,0,0,0,0,11731,0,37,0,0,5374608,0,0,72512,276
convert int to string,0,0,0,0,0,0,0,0,0,5922,0,44,0,11846,0,0,0,0,37,35,0,0,0,0,0,5922,0,37,0,0,0,0,0,23690,6
transfer tokens + get account and get balance,0,0,0,0,15729,0,122,0,5243,60805,0,9474,0,126857,0,5243,0,1044,74,69,0,0,15729,0,0,6287,0,74,975198,0,2869822,67,10486,193949,441
get account and get storage capacity,0,0,0,0,0,0,0,0,0,1869,0,1913,0,2405,0,0,267,0,37,35,0,0,0,0,0,267,0,37,0,0,729177,0,0,4541,34
copy array from storage and save a duplicate + get signer receiver,0,0,0,0,0,0,1608,0,0,22860,95150,44,0,72334,0,0,0,0,37,35,0,0,0,0,3806,26650,0,37,0,0,4020,1585,0,121844,117
create new account and deploy contract + get signer vault,0,0,0,0,751,751,123911,0,0,3166,27787,74,751,4083,0,0,0,0,824,65,0,0,0,0,1502,1664,1502,824,168224,0,1628082,64586,1502,8913,381
emit event,0,0,0,0,19047,0,0,0,0,38094,0,44,0,57143,0,0,0,0,37,35,0,0,0,0,0,19047,0,37,1085679,0,223,0,19047,114284,87
transfer tokens to EVM address + copy array from storage and save a duplicate,0,0,0,0,604,0,215078,0,1,5433,223981,44,0,16103,65718,1,0,0,37,35,0,0,1208,0,805,4830,604,37,527004,12663000,258491,1585,1206,26366,105
create new account and deploy contract + copy array from storage,0,0,0,0,356,356,58740,0,0,3111,33602,74,356,31717,0,0,0,0,429,65,0,0,0,0,712,12614,712,429,79744,0,772964,30616,712,47442,248
convert int to string + get account and get storage used,0,0,0,0,0,0,0,1678,0,2807,0,44,0,5618,0,0,0,0,37,35,0,0,0,0,0,2807,0,37,0,0,0,0,0,11232,10
get account and get available balance + get public account,433,0,0,0,0,0,0,433,0,12509,0,3075,0,21991,0,0,0,0,37,35,0,0,0,0,0,7746,0,37,0,0,1182523,0,0,42246,67
convert int to string + reference tx,0,0,0,0,0,0,0,0,0,3070,0,44,0,10192,0,0,0,0,37,35,0,0,0,0,0,7118,0,37,0,0,0,0,0,20380,9
emit event + transfer tokens to EVM address,0,0,0,0,26448,0,231576,0,1,54865,221768,44,0,80003,71494,1,0,0,37,35,0,0,1314,0,0,25791,657,37,2043411,13776000,277060,0,27103,160659,179
convert int to string,0,0,0,0,0,0,0,0,0,12394,0,44,0,24790,0,0,0,0,37,35,0,0,0,0,0,12394,0,37,0,0,0,0,0,49578,17
get signer vault + borrow array from storage,0,0,0,0,0,0,0,0,0,1608,0,44,0,9005,0,0,0,0,37,35,0,0,0,0,0,3833,0,37,0,0,1949,0,0,14446,17
call empty contract function,0,0,0,0,0,0,0,0,0,33834,0,44,0,67670,0,0,0,0,37,35,0,0,0,0,0,33834,0,37,0,0,221,0,0,135338,50
copy array from storage and save a duplicate + emit event,0,0,0,0,19054,0,1608,0,0,46331,68525,44,0,103763,0,0,0,0,37,35,0,0,0,0,2741,35500,0,37,1086078,0,3581,1585,19054,185594,134
convert int to string + get account and get storage capacity,0,0,0,0,0,0,0,0,0,22769,0,4671,0,42237,0,0,661,0,37,35,0,0,0,0,0,18803,0,37,0,0,1778090,0,0,83809,97
get account and get storage used + get signer address,0,0,0,0,0,0,0,5815,0,5815,0,44,0,27692,0,0,0,0,37,35,0,0,0,0,0,13844,0,37,0,0,0,0,0,47351,24
reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,16192,0,0,0,0,37,35,0,0,0,0,0,16190,0,37,0,0,0,0,0,32382,11
borrow array from storage + get signer address,0,0,0,0,0,0,0,0,0,8618,0,44,0,193382,0,0,0,0,37,35,0,0,0,0,0,83762,0,37,0,0,1827,0,0,285762,172
get account and get available balance,2018,0,0,0,0,0,0,2018,0,24216,0,14170,0,34308,0,0,0,0,37,35,0,0,0,0,0,2018,0,37,0,0,5428420,0,0,60542,265
get account and get balance,0,0,0,0,0,0,0,0,0,1962,0,5964,0,3926,0,0,0,654,74,69,0,0,0,0,0,654,0,74,0,0,1769724,0,0,6542,112
get public account,0,0,0,0,0,0,0,0,0,21759,0,44,0,43520,0,0,0,0,37,35,0,0,0,0,0,21759,0,37,0,0,0,0,0,87038,31
get account and get storage capacity,0,0,0,0,0,0,0,0,0,3626,0,3670,0,4664,0,0,518,0,37,35,0,0,0,0,0,518,0,37,0,0,1393420,0,0,8808,147
mint NFT + convert int to string and concatenate it,0,0,0,0,6455,0,1301248,0,6455,36710,0,44,0,56079,0,0,0,0,37,35,0,0,19365,0,6621,11900,0,37,0,0,2948,920298,0,104689,489
transfer tokens to EVM address + get signer vault,0,0,0,0,1299,0,459500,0,1,9088,438756,44,0,10388,141468,1,0,0,37,35,0,0,2598,0,0,2595,1299,37,1134424,27258000,549878,0,2596,22071,199
create and destroy EVM bridged account + get public account,0,0,0,0,3098,0,24784,0,3098,15009,185880,44,0,26924,0,3098,0,0,37,35,0,0,6196,0,0,8813,3098,37,0,0,25441,0,0,50746,66
get account and get storage used + copy array from storage,0,0,0,0,0,0,0,7449,0,9540,20910,44,0,46267,0,0,0,0,37,35,0,0,0,0,0,19995,0,37,0,0,1827,0,0,75802,45
copy array from storage + add and remove key to/from account,0,0,6314,6314,0,0,0,0,0,22224,493742,44,0,68176,0,0,0,0,37,35,0,0,0,0,0,26006,12628,37,2721334,0,1868,0,12628,116406,313
convert int to string and concatenate it + convert int to string,0,0,0,0,0,0,0,0,0,36575,0,44,0,56982,0,0,0,0,37,35,0,0,0,0,0,28489,0,37,0,0,0,0,0,122046,37
get signer vault + get public account,0,0,0,0,0,0,0,0,0,141930,0,44,0,283864,0,0,0,0,37,35,0,0,0,0,0,141930,0,37,0,0,1416,0,0,567724,261
get account and get storage used + get signer receiver,0,0,0,0,0,0,0,2270,0,3965,0,44,0,5674,0,0,0,0,37,35,0,0,0,0,0,2835,0,37,0,0,1954,0,0,12474,10
get signer address + get account and get balance,0,0,0,0,0,0,0,0,0,2874,0,8700,0,43526,0,0,0,958,74,69,0,0,0,0,0,19845,0,74,0,0,2592348,0,0,66245,184
add key to account + copy array from storage and save a duplicate,0,0,0,6628,0,0,1608,0,0,18335,526169,44,0,42041,0,0,0,0,37,35,0,0,0,0,1693,16786,6628,37,1411764,0,3360,1585,6628,77162,246
transfer tokens to EVM address,0,0,0,0,181,0,63728,0,1,903,60894,44,0,724,19617,1,0,0,37,35,0,0,362,0,0,0,181,37,157314,3780000,76625,0,360,1627,24
call empty contract function + transfer tokens to EVM address,0,0,0,0,212,0,74702,0,1,3411,71374,44,0,5556,22997,1,0,0,37,35,0,0,424,0,0,2353,212,37,184410,4431000,89928,0,422,11320,39
load and save empty string on signers address + mint NFT,0,0,0,0,7473,0,1508317,0,7473,57494,0,44,0,93718,0,0,0,0,37,35,0,0,22419,0,7666,21274,0,37,0,0,5268,1067290,0,172486,197
copy array from storage and save a duplicate + convert int to string,0,0,0,0,0,0,1608,0,0,51909,194650,44,0,189468,0,0,0,0,37,35,0,0,0,0,7786,75267,0,37,0,0,3401,1585,0,316644,211
reference tx + create new account and deploy contract,0,0,0,0,543,543,89593,0,0,1629,20091,74,543,8245,0,0,0,0,616,65,0,0,0,0,1086,7155,1086,616,121632,0,1139214,46698,1086,17029,274
add key to account + copy array from storage,0,0,0,3175,0,0,0,0,0,11553,283805,44,0,84399,0,0,0,0,37,35,0,0,0,0,0,34393,3175,37,676275,0,1868,0,3175,130345,138
load and save empty string on signers address + emit event,0,0,0,0,1351,0,1286,0,0,6444,0,44,0,9670,0,0,0,0,37,35,0,0,0,0,0,3222,0,37,77007,0,1513,1271,1351,19336,16
convert int to string + get signer address,0,0,0,0,0,0,0,0,0,8949,0,44,0,23816,0,0,0,0,37,35,0,0,0,0,0,11906,0,37,0,0,0,0,0,44671,15
get account and get balance + transfer tokens to EVM address,0,0,0,0,620,0,219134,0,1,4727,209272,4965,0,5740,67466,1,0,543,74,69,0,0,1240,0,0,543,620,74,540996,12999000,1753504,0,1238,11010,143
decode hex + create and destroy EVM bridged account,0,0,0,0,3591,0,28728,0,3591,17491,215460,44,0,31395,0,3591,0,0,37,35,0,0,7182,0,0,10309,10309,37,0,0,29385,0,0,59195,82
emit event + get signer receiver,0,0,0,0,25720,0,0,0,0,67055,0,44,0,87574,0,0,0,0,37,35,0,0,0,0,0,30925,0,37,1466040,0,2136,0,25720,185554,134
copy array from storage and save a duplicate + add and remove key to/from account,0,0,313,313,0,0,1608,0,0,8469,85599,44,0,43613,0,0,0,0,37,35,0,0,0,0,2510,15373,626,37,134903,0,3401,1585,626,67455,81
get signer vault,0,0,0,0,0,0,0,0,0,6119,0,44,0,12240,0,0,0,0,37,35,0,0,0,0,0,6119,0,37,0,0,1416,0,0,24478,21
get signer vault,0,0,0,0,0,0,0,0,0,348,0,44,0,698,0,0,0,0,37,35,0,0,0,0,0,348,0,37,0,0,1416,0,0,1394,2
