copy array from storage and save a duplicate,16247,231,2,34,9,81,16,1,0,10,0,1904,2,16,4,26,28,0,1,4,4640,0,2322,4,72,16,0,2,3297,15,16,69,90,1,125,214,2,0,86451,9,0,5568,0,4,31,0,17,0,92800,0,0,0,1,18560,12,53,292,46,4,0,1855,1,0,37121,55,16,5,6979,0,0,10474,158,59,6984,0,10,0,1559048,0,89,4,53,1079,0,0,0,12,0,16,1237,49,6962,177079350,99127936
iteration + get signer receiver,18869,231,0,35,9,81,16,0,0,10,0,1921,3,16,3,26,29,0,1,5,10701,0,8002,5,71,15,2,3,2291,13,16,70,90,6,124,213,42806,0,239888,9,10703,5585,1,85612,32,0,17,5,54000,10701,10703,0,1,240,12,54,289,46,4,0,1858,21405,0,85747,57,16,5,18960,0,10703,10502,157,61,29426,0,10,0,1202640,10701,89,4,53,1072,0,0,0,15,0,40,1236,49,10705,221126528,165844272
call empty contract function,87961,231,0,34,9,81,16,0,0,10,0,1871,2,16,2,26,25,0,1,4,0,0,87958,4,68,15,0,1,2166,12,16,67,90,3,121,211,4,0,46317,9,0,5443,0,10,29,0,17,1,0,0,0,0,0,0,12,50,278,46,4,0,1819,1,0,87957,54,16,5,87975,0,0,10240,155,54,27,0,10,0,5629192,0,89,4,53,1046,0,0,87956,9,0,16,1196,49,2,288059152,264313456
add and remove key to/from account + bool,10186,231,0,35,9,81,16,0,0,10,0,1892,2,16,2,26,26,0,1,4,0,0,2,4,70,16,0,2,2315,12,16,69,90,1,123,211,2,0,46397,9,0,5499,0,4,31,0,17,0,39338,0,0,0,0,534,12,53,283,46,4,0,1836,1,0,10360,55,16,5,5020,2,0,10346,155,57,202,0,10,0,332896,0,89,4,53,1055,0,0,0,13,0,12994,1210,49,2,58665215,26637208
get signer vault + add key to account,38667,231,0,35,9,81,16,0,0,10,0,1890,2,16,2,26,26,0,1,5,36085,0,2,4,70,15,0,2,2436,13,16,69,90,2,123,212,72172,0,588165,9,0,5508,0,144344,31,0,17,1,375804,36085,36085,0,1,5148,12,52,284,46,4,0,1838,108256,0,74746,55,16,5,36104,0,0,10363,156,57,38683,0,10,0,2474192,0,89,4,53,1060,0,0,0,12,0,187926,1217,49,36087,691471743,404835656
bool + convert int to string and concatenate it,39777,231,0,35,9,81,16,0,0,10,0,1891,2,16,2,26,26,0,1,4,0,0,2,4,69,15,0,2,81299,12,16,68,90,1,122,211,2,0,46347,9,0,5490,0,4,31,0,17,0,0,0,0,0,0,0,12,53,282,46,4,0,1833,1,0,47120,55,16,5,16231,2,0,10330,155,57,14718,0,10,0,1566568,0,89,4,53,1054,0,0,0,12,0,0,1207,49,2,92158569,47859816
get signer vault + add and remove key to/from account,6826,231,0,35,9,81,16,0,0,10,0,1891,2,16,2,26,26,0,1,5,6490,0,2,4,71,16,0,2,2436,13,16,70,90,2,124,212,12982,0,144296,9,0,5517,0,25964,31,0,17,1,72488,6490,6490,0,1,984,12,52,285,46,4,0,1841,19471,0,13638,55,16,5,6509,0,0,10379,156,57,6842,0,10,0,438992,0,89,4,53,1062,0,0,0,13,0,23968,1220,49,6492,130119208,76734264
reference tx + create new account,3725,80493,0,12760,2403,30951,5938,504,0,4924,1260,681533,2,6064,128,7208,9728,0,1,2146,0,0,2,1894,27789,6188,0,2,815370,6060,5434,26905,31464,127,46236,78835,128,0,17420103,2403,0,2007618,0,508,7717,0,17,0,0,0,0,0,126,0,4548,19078,105998,16048,1516,252,679206,1,0,3721,19207,6190,1265,145,504,0,3781112,57359,17445,402,630,4042,0,238032,0,31463,1642,17945,389384,0,0,0,894,126,0,441069,16681,2,498408522,125142600
function + array append,54941,231,0,34,9,81,16,0,0,10,0,1893,4,16,2,26,27,0,1,4,0,0,10449,4,69,14,0,2,2246,12,16,67,91,1,121,212,2,1,46344,9,0,5496,0,4,31,0,44505,0,31341,0,0,0,0,10447,12,52,281,46,4,0,1833,1,44488,107172,56,16,5,54954,0,0,10338,156,58,10471,0,10,0,3683008,0,89,4,54,1053,0,0,0,14,0,0,1210,49,2,226990403,54723040
get signer receiver,22228,231,0,34,9,81,16,0,0,10,0,1876,2,16,2,26,26,0,1,5,22221,0,2,5,70,14,2,1,2287,13,16,69,90,6,123,212,88886,0,447036,9,22223,5479,0,177772,29,0,17,5,0,22221,22223,0,1,0,12,50,279,46,4,0,1828,44445,0,111106,54,16,5,22240,0,22223,10302,156,55,44466,0,10,0,1422152,22221,89,4,53,1055,0,0,0,9,0,40,1212,49,22225,287416258,153130424
dict + emit event,44113,231,0,34,9,81,16,0,0,10,0,1891,2,16,2,26,26,0,1,4,0,42750,22734,4,68,15,0,2,2166,12,16,67,90,3,121,213,22736,0,46407,9,0,5491,0,10,31,0,17,1,0,0,0,21375,0,0,12,52,282,46,4,0,1831,1,0,86859,55,16,5,44126,0,0,10330,156,57,27,1,10,0,2822864,0,89,4,53,1053,0,0,22732,12,1,16,1209,49,2,152316353,242172368
copy array from storage + get signer receiver,32794,231,1,34,9,81,16,1,0,10,0,1919,2,16,3,26,29,0,1,5,8450,0,2,5,71,14,2,3,2672,14,16,70,90,6,126,214,17578,0,146703,9,4396,5599,0,35156,33,0,17,5,60840,4394,4396,0,2,12168,12,55,293,46,4,0,1862,8791,0,78756,56,16,5,16581,0,4396,10530,158,62,12868,0,10,0,3006864,4394,89,4,53,1082,0,0,0,15,0,48,1245,49,8454,258767736,136594920
get account and get storage capacity,1257,62831,0,10050,1887,23869,4398,0,0,3140,0,522077,2,5024,2,5660,6911,0,1,1256,313,0,2,1256,18849,3771,626,1,652893,3768,4398,18221,23878,2505,32048,59055,2819,0,13917503,1887,1252,1504403,0,6264,5663,0,6277,1878,0,313,1252,0,0,0,3768,14448,76025,12566,1256,0,514515,2505,0,2192,13200,4398,631,6279,0,1252,2842583,42723,12574,9414,0,3140,0,20040,313,23877,1256,13199,287756,0,0,313,635,0,25040,321083,13195,941,388703283,92071176
copy array from storage and save a duplicate + path,77733,231,2,34,9,81,16,1,0,10,0,1923,2,16,4,26,29,0,1,4,4482,0,2243,4,72,16,0,3,3297,16,16,69,90,1,125,215,2,0,333359,9,0,5611,0,4,33,0,17,0,89640,0,0,0,1,17928,12,55,296,46,4,0,1868,1,0,159934,56,16,5,68780,0,0,10558,159,62,6747,0,10,0,5476400,0,89,4,53,1087,0,0,0,15,0,16,1247,49,68763,375955498,194086088
convert int to string and concatenate it + emit event,49889,231,0,35,9,81,16,0,0,10,0,1886,2,16,2,26,25,0,1,4,0,0,25690,4,69,16,0,2,296907,12,16,69,90,3,123,211,25692,0,46395,9,0,5487,0,10,31,0,17,1,0,0,0,0,0,0,12,52,283,46,4,0,1831,1,0,74080,55,16,5,25707,0,0,10321,155,56,48417,0,10,0,3386088,0,89,4,53,1055,0,0,25688,12,0,16,1208,49,2,221397137,283251024
string toLower,159911,231,0,35,9,81,16,0,0,10,0,1874,2,16,2,26,26,0,1,4,0,0,2,4,68,14,0,1,322062,12,16,67,90,1,121,211,2,0,46263,9,0,5448,0,4,29,0,17,0,0,0,0,0,0,0,12,50,277,46,4,0,1821,1,0,319813,54,16,5,159925,0,0,10250,155,55,159930,0,10,0,10233992,0,89,4,53,1047,0,0,0,9,0,0,1197,49,2,570432835,316359240
add and remove key to/from account,1891,231,0,35,9,81,16,0,0,10,0,1872,2,16,2,26,25,0,1,4,0,0,2,4,70,16,0,1,2313,12,16,69,90,1,123,211,2,0,46293,9,0,5458,0,4,29,0,17,0,416806,0,0,0,0,5658,12,50,279,46,4,0,1824,1,0,3773,54,16,5,19,0,0,10266,155,54,1910,0,10,0,135800,0,89,4,53,1050,0,0,0,10,0,137678,1202,49,2,436482635,171219152
create new account and deploy contract,527,111243,0,17610,3489,42711,8194,696,0,6796,1740,940957,2,8368,176,9944,13424,0,1,2962,0,0,2,2614,38351,8541,0,1,1125429,8364,7498,37131,43416,349,63807,108787,872,0,24131770,3489,0,2772946,0,2614,10643,0,17,174,18444,0,0,0,174,522,6276,26324,146269,22318,2092,348,937950,1,0,349,26502,8542,1745,367,696,0,5221953,79151,24067,2112,870,5578,0,11144,0,43415,2266,24761,538019,0,0,0,1227,174,6438,609337,23017,176,694159535,219890000
copy array from storage and save a duplicate + get public account,26104,231,2,34,9,81,16,1,0,10,0,1919,2,16,4,26,28,0,1,4,2648,0,1326,4,73,17,0,3,3177,15,16,70,90,1,126,214,16830,0,69606,9,0,5606,0,33660,33,0,17,0,52960,0,0,0,1,10592,12,55,298,46,4,0,1866,1,0,54842,56,16,5,3991,0,0,10546,158,61,20824,0,10,0,1966736,0,89,4,53,1086,0,0,0,15,0,16,1246,49,3974,195013661,120244176
copy array from storage,100541,231,1,34,9,81,16,1,0,10,0,1899,2,16,3,26,28,0,1,4,14362,0,2,4,69,14,0,2,2672,13,16,67,90,1,123,213,2,0,118724,9,0,5525,0,4,31,0,17,0,215430,0,0,0,1,43086,12,53,287,46,4,0,1843,1,0,201069,55,16,5,43105,0,0,10397,157,59,14386,0,10,0,9651272,0,89,4,53,1067,0,0,0,12,0,8,1220,49,14364,712375652,155888592
dict + get signer address,19002,231,0,34,9,81,16,0,0,10,0,1891,2,16,2,26,26,0,1,4,0,10002,2,4,68,15,0,2,2246,12,16,66,90,1,121,213,2,0,46347,9,0,5487,0,4,31,0,17,0,0,0,0,5001,0,0,12,52,282,46,4,0,1831,1,0,29000,55,16,5,5020,0,0,10325,156,57,24,1,10,0,1215760,0,89,4,53,1053,0,0,0,12,1,0,1207,49,2,63088200,35068808
mint NFT + transfer tokens,5452,231,1,34,9,81,16,0,0,10,0,1899,2,16,2,26,27,0,1,6,7340,0,3856,5,73,4420,2,2,2287,14,16,73,90,10,127,213,12239,0,131404,9,736,5571,0,20381,31,0,17,8,3204585,1468,1470,0,2,306,12,52,290,46,4,0,1854,6182,0,17558,55,17,5,19165,0,736,10475,157,58,5471,0,11,2202,71472,734,89,4,53,1075,0,1468,1774,12,0,54392,1242,49,1472,3312944153,92467296
iteration + reference tx,255501,231,0,35,9,81,16,0,0,10,0,1915,3,16,3,26,28,0,1,4,0,0,33402,4,69,15,0,3,2250,12,16,67,90,1,121,212,2,0,46455,9,0,5540,1,4,32,0,17,0,225450,0,0,0,0,1002,12,54,287,46,4,0,1847,1,0,356031,57,16,5,34421,0,0,10425,156,60,33424,0,10,0,16332992,0,89,4,53,1061,0,0,0,15,0,0,1217,49,2,1055819798,233267520
add key to account,195,231,0,35,9,81,16,0,0,10,0,1871,2,16,2,26,25,0,1,4,0,0,2,4,69,15,0,1,2315,12,16,68,90,1,122,211,2,0,46270,9,0,5449,0,4,29,0,17,0,27740,0,0,0,0,380,12,50,278,46,4,0,1821,1,0,191,54,16,5,19,0,0,10250,155,54,214,0,10,0,12168,0,89,4,53,1048,0,0,0,9,0,13870,1199,49,2,30493585,11561280
bitwise + load and save empty string on signers address,29443,231,0,35,9,81,16,0,0,10,0,1899,2,16,2,26,26,0,1,4,9983,0,9985,4,71,16,0,2,2170,14,16,68,90,1,122,214,2,0,226588,9,0,5523,0,4,31,0,17,0,0,0,0,0,0,0,12,53,285,46,4,0,1845,1,0,88821,55,16,5,19471,0,0,10394,158,57,19990,0,10,0,1883856,0,89,6,53,1062,0,0,0,14,0,466848,1216,49,19968,103887284,83750480
emit event,18089,231,0,34,9,81,16,0,0,10,0,1871,2,16,2,26,25,0,1,4,0,0,18086,4,68,15,0,1,2166,12,16,67,90,3,121,211,18088,0,46316,9,0,5443,0,10,29,0,17,1,0,0,0,0,0,0,12,50,278,46,4,0,1819,1,0,18085,54,16,5,18103,0,0,10240,155,54,27,0,10,0,1157384,0,89,4,53,1046,0,0,18084,9,0,16,1196,49,2,64489995,103766368
ephemeral ref + bitwise,69379,231,0,34,9,81,16,0,1,10,0,1905,2,16,2,26,28,0,1,5,0,0,2,4,68,14,0,2,2246,12,16,66,90,1,120,215,2,0,46407,9,0,5508,0,4,31,0,17,0,0,0,60942,0,0,0,12,53,282,46,4,0,1842,1,0,260632,55,16,5,130334,0,0,10371,159,59,24,0,10,60942,4439888,0,89,7,53,1056,0,0,0,15,0,689880,1206,49,2,238830939,61618376
path + borrow array from storage,52216,231,1,34,9,81,16,1,0,10,0,1918,2,16,3,26,29,0,1,5,1692,0,2,4,69,14,0,3,2792,14,16,67,90,1,123,214,2,0,216930,9,0,5569,0,4,33,0,17,0,109980,1692,1692,0,1,21996,12,55,291,46,4,0,1856,1,0,106110,56,16,5,45459,0,0,10483,158,62,1716,0,10,0,3720336,0,89,4,53,1075,0,0,0,15,0,8,1231,49,42058,306211477,88786792
address,162401,231,0,34,9,81,16,0,0,10,0,1875,2,16,2,26,26,0,1,4,0,0,2,4,68,14,0,1,2246,12,16,66,90,162397,120,212,2,0,46269,9,0,5445,0,4,29,0,17,0,0,0,0,0,0,0,12,50,277,46,4,0,1821,1,0,324793,54,16,5,162415,0,0,10247,156,55,24,0,10,0,10393352,0,89,4,53,1046,0,0,0,10,0,0,1195,49,2,533011284,227080768
get account and get storage capacity + transfer tokens,4963,37631,0,6018,1131,14293,2634,0,0,1880,0,312693,2,3008,2,3392,4141,0,1,754,6197,0,2406,753,11294,5866,376,2,398540,2258,2634,10919,14302,1503,19202,35369,10701,0,8397136,1131,1351,901117,0,18169,3397,0,3757,1128,0,1389,1952,0,2,0,2256,8654,45545,7526,752,0,308162,6307,0,13932,7909,2635,379,18183,0,1351,1702644,25589,7538,9841,0,1881,1803,50448,788,14301,752,7907,172369,0,1202,1389,386,0,53480,192357,7903,1767,254741422,104472936
path,219344,231,0,34,9,81,16,0,0,10,0,1875,2,16,2,26,26,0,1,4,0,0,2,4,68,14,0,1,2164,13,16,66,90,1,120,212,2,0,923607,9,0,5448,0,4,29,0,17,0,0,0,0,0,0,0,12,50,277,46,4,0,1822,1,0,438679,54,16,5,219358,0,0,10253,156,55,24,0,10,0,14037704,0,89,4,53,1048,0,0,0,9,0,0,1197,49,219341,725572926,316632400
float,10006,231,0,34,9,81,16,0,0,10,0,1876,2,16,2,26,26,0,1,4,0,0,2,4,68,14,0,1,2166,12,16,66,90,1,120,211,2,0,46266,9,0,5446,0,4,29,0,17,0,0,0,0,0,0,0,12,51,277,46,4,0,1821,1,0,20003,54,16,5,10020,0,0,10249,155,55,24,0,12,0,640072,0,89,4,53,1045,0,0,0,9,0,240024,1195,49,2,35659287,28524456
add and remove key to/from account + mint NFT,6245,231,1,35,9,81,16,0,0,10,0,1887,2,16,2,26,25,0,1,4,0,0,14282,4,70,17,0,2,2315,12,16,70,90,4,124,211,19044,0,165478,9,0,5496,0,42850,31,0,17,2,79695375,0,0,0,0,9197,12,52,284,46,4,0,1834,4762,0,36280,55,16,5,23819,0,0,10337,155,56,6266,0,10,0,487304,0,89,4,53,1056,0,0,4760,13,0,222223,1211,49,2,81686694566,310441176
emit event,42762,231,0,34,9,81,16,0,0,10,0,1871,2,16,2,26,25,0,1,4,0,0,42759,4,68,15,0,1,2246,12,16,67,90,3,121,211,42761,0,46316,9,0,5443,0,10,29,0,17,1,0,0,0,0,0,0,12,50,278,46,4,0,1819,1,0,42758,54,16,5,42776,0,0,10240,155,54,27,0,10,0,2736456,0,89,4,53,1046,0,0,42757,9,0,16,1196,49,2,150683824,285288816
address + load and save long string on signers address,40054,231,0,35,9,81,16,0,0,10,0,1894,2,16,2,26,26,0,1,4,506,0,508,4,71,16,0,2,2330,14,16,68,90,39541,122,213,2,0,55978,9,0,5514,0,4,31,0,17,0,0,0,0,0,0,0,12,52,285,46,4,0,1841,1,0,81612,55,16,5,39559,0,0,10376,157,57,1036,0,10,0,2562960,0,89,4,53,1061,0,0,0,13,0,0,1216,49,1014,132617230,64675768
copy array from storage and save a duplicate + call empty contract function,46499,231,2,34,9,81,16,1,0,10,0,1919,2,16,4,26,28,0,1,4,6014,0,28451,4,72,17,0,3,3297,15,16,70,90,3,126,214,4,0,98266,9,0,5606,0,10,33,0,17,1,120280,0,0,0,1,24056,12,55,297,46,4,0,1865,1,0,73556,56,16,5,34482,0,0,10545,158,61,9048,0,10,0,3649008,0,89,4,53,1085,0,0,25442,15,0,32,1246,49,9023,312028159,101845488
emit event + get signer vault,29462,231,0,34,9,81,16,0,0,10,0,1890,2,16,2,26,26,0,1,5,6124,0,23332,4,69,15,0,2,2287,13,16,68,90,4,122,212,35582,0,138812,9,0,5502,0,24506,31,0,17,2,0,6124,6124,0,1,0,12,52,284,46,4,0,1836,18373,0,35580,55,16,5,29473,0,0,10353,156,57,6151,0,10,0,1885072,0,89,4,53,1058,0,0,23330,12,0,40,1214,49,6126,132925261,193760952
get signer address + load and save long string on signers address,57260,231,0,35,9,81,16,0,0,10,0,1890,2,16,2,26,25,0,1,4,7550,0,7552,4,71,17,0,2,2330,14,16,68,90,1,123,212,2,0,182760,9,0,5508,0,4,31,0,17,0,0,0,0,0,0,0,12,52,286,46,4,0,1839,1,0,87454,55,16,5,19,0,0,10364,156,56,15124,0,10,0,3664144,0,89,4,53,1061,0,0,0,12,0,0,1215,49,15102,188235669,91279216
create new account,221,129831,0,20770,3897,49329,9088,0,0,6490,0,1078851,2,10384,2,11690,14282,0,1,2596,0,0,2,2596,38949,7790,0,1,1348790,7788,9088,37651,49338,217,66216,122035,218,0,28150042,3897,0,3108073,0,868,11693,0,17,0,0,0,0,0,0,0,7788,29858,157096,25966,2596,0,1063246,1,0,217,27270,9088,1301,235,0,0,5873358,88283,25975,672,0,6490,0,13832,0,49337,2596,27269,594616,0,0,0,1305,0,0,663453,27265,2,778805827,224535752
get signer address,233810,231,0,34,9,81,16,0,0,10,0,1871,2,16,2,26,25,0,1,4,0,0,2,4,68,15,0,1,2166,12,16,66,90,1,121,211,2,0,46258,9,0,5439,0,4,29,0,17,0,0,0,0,0,0,0,12,50,278,46,4,0,1819,1,0,233806,54,16,5,19,0,0,10235,155,54,24,0,10,0,14963528,0,89,4,53,1046,0,0,0,9,0,0,1194,49,2,753231770,241040216
dict + emit event,22637,231,0,34,9,81,16,0,0,10,0,1891,2,16,2,26,26,0,1,4,0,10002,17632,4,68,15,0,2,2166,12,16,67,90,3,121,213,17634,0,46406,9,0,5491,0,10,31,0,17,1,0,0,0,5001,0,0,12,52,282,46,4,0,1831,1,0,32635,55,16,5,22650,0,0,10330,156,57,27,1,10,0,1448400,0,89,4,53,1053,0,0,17630,12,1,16,1209,49,2,79658532,129088648
get signer vault,6165,231,0,34,9,81,16,0,0,10,0,1875,2,16,2,26,26,0,1,5,6158,0,2,4,69,14,0,1,2287,13,16,67,90,2,121,212,12318,0,139187,9,0,5464,0,24636,29,0,17,1,0,6158,6158,0,1,0,12,50,279,46,4,0,1826,18475,0,12317,54,16,5,6177,0,0,10282,156,55,6182,0,10,0,394120,0,89,4,53,1052,0,0,0,9,0,24,1205,49,6160,51699338,39829608
ephemeral ref,69729,231,0,34,9,81,16,0,1,10,0,1881,2,16,2,26,27,0,1,5,0,0,2,4,68,14,0,1,2246,12,16,66,90,1,120,213,2,0,46298,9,0,5459,0,4,29,0,17,0,0,0,69724,0,0,0,12,50,278,46,4,0,1826,1,0,278897,54,16,5,139467,0,0,10275,157,56,24,0,10,69724,4462344,0,89,5,53,1049,0,0,0,10,0,557792,1198,49,2,239924162,137469840
mint NFT + iteration,14387,231,1,35,9,81,16,0,0,10,0,1916,3,16,3,26,28,0,1,4,0,0,16777,4,69,16,0,3,2250,12,16,68,90,4,122,212,5304,0,79686,9,0,5549,1,11935,32,0,17,2,3185192,0,0,0,0,1709,12,54,288,46,4,0,1849,1327,0,60861,57,16,5,19828,0,0,10440,156,60,14152,0,10,0,934432,0,89,4,53,1063,0,0,1325,15,0,31816,1220,49,2,3325411032,85746424
array append,64180,231,0,34,9,81,16,0,0,10,0,1874,4,16,2,26,26,0,1,4,0,0,64177,4,69,14,0,1,2246,12,16,67,90,1,121,211,2,0,46265,9,0,5452,0,4,29,0,17,0,192525,0,0,0,0,64175,12,50,277,46,4,0,1822,1,0,385051,54,16,5,64194,0,0,10256,155,55,64199,0,10,0,5134008,0,89,4,53,1047,0,0,0,11,0,0,1199,49,2,466275115,121505232
get signer receiver + iteration,526295,231,0,35,9,81,16,0,0,10,0,1921,3,16,3,26,29,0,1,5,16185,0,500102,5,71,15,2,3,2171,13,16,70,90,6,124,213,64742,0,338602,9,16187,5585,1,129484,32,0,17,5,3375675,16185,16187,0,1,15003,12,54,289,46,4,0,1858,32373,0,2096330,57,16,5,531307,0,16187,10502,157,61,532494,0,10,0,33402328,16185,89,4,53,1072,0,0,0,15,0,40,1236,49,16189,5336055867,1742487656
array append + character,20575,231,0,35,9,81,16,1,0,10,0,1893,4,16,2,26,27,0,1,4,0,0,10266,4,69,14,0,2,2170,12,16,67,90,1,121,212,2,0,46352,9,0,5496,0,4,31,10305,17,0,30792,0,0,0,0,10264,12,52,281,46,4,0,1835,1,0,92501,55,16,5,20588,0,0,10340,156,58,10288,0,10,0,1480656,0,89,4,53,1053,0,0,0,15,0,0,1209,49,2,109423730,65669496
get signer receiver + bool,50631,231,0,34,9,81,16,0,0,10,0,1896,2,16,2,26,27,0,1,5,11291,0,2,5,70,14,2,2,2167,13,16,69,90,6,123,212,45166,0,250384,9,11293,5520,0,90332,31,0,17,5,0,11291,11293,0,1,0,12,53,283,46,4,0,1840,22585,0,95789,55,16,5,30976,2,11293,10382,156,58,22606,0,10,0,1981264,11291,89,4,53,1060,0,0,0,12,0,40,1220,49,11295,210606880,183569152
ephemeral ref,25093,231,0,34,9,81,16,0,1,10,0,1881,2,16,2,26,27,0,1,5,0,0,2,4,68,14,0,1,2246,12,16,66,90,1,120,213,2,0,46298,9,0,5459,0,4,29,0,17,0,0,0,25088,0,0,0,12,50,278,46,4,0,1826,1,0,100353,54,16,5,50195,0,0,10275,157,56,24,0,10,25088,1605640,0,89,5,53,1049,0,0,0,10,0,200704,1198,49,2,87179770,58917872
bitwise,21313,231,0,34,9,81,16,0,0,10,0,1880,2,16,2,26,26,0,1,4,0,0,2,4,68,14,0,1,2246,12,16,66,90,1,120,213,2,0,46291,9,0,5454,0,4,29,0,17,0,0,0,0,0,0,0,12,51,277,46,4,0,1825,1,0,42617,54,16,5,21327,0,0,10265,157,55,24,0,10,0,1363720,0,89,6,53,1047,0,0,0,11,0,511392,1195,49,2,74499746,36354608
float + borrow array from storage,67973,231,1,34,9,81,16,1,0,10,0,1919,2,16,3,26,29,0,1,5,2733,0,2,4,69,14,0,3,2672,13,16,67,90,1,123,213,2,0,60665,9,0,5567,0,4,33,0,17,0,177645,2733,2733,0,1,35529,12,56,291,46,4,0,1855,1,0,138665,56,16,5,57052,0,0,10479,157,62,2757,0,12,0,4961968,0,89,4,53,1072,0,0,0,15,0,1172024,1229,49,2735,446128637,189989856
convert int to string + convert int to string and concatenate it,94819,231,0,35,9,81,16,0,0,10,0,1886,2,16,2,26,25,0,1,4,0,0,2,4,69,16,0,2,796204,12,16,69,90,1,123,211,2,0,46332,9,0,5486,0,4,31,0,17,0,0,0,0,0,0,0,12,52,283,46,4,0,1831,1,0,131073,55,16,5,19,0,0,10320,155,56,131095,0,10,0,6826552,0,89,4,53,1056,0,0,0,12,0,0,1208,49,2,459405533,195950384
path + add key to account,49824,231,0,35,9,81,16,0,0,10,0,1890,2,16,2,26,26,0,1,4,0,0,2,4,69,15,0,2,2395,13,16,68,90,1,122,212,2,0,240058,9,0,5492,0,4,31,0,17,0,203816,0,0,0,0,2792,12,52,282,46,4,0,1834,1,0,98242,55,16,5,48441,0,0,10334,156,57,1420,0,10,0,3188368,0,89,4,53,1056,0,0,0,12,0,101908,1209,49,48424,375471419,142784904
get signer vault + float,30683,231,0,34,9,81,16,0,0,10,0,1895,2,16,2,26,27,0,1,5,12603,0,2,4,69,14,0,2,2287,13,16,67,90,2,121,212,25208,0,235948,9,0,5505,0,50416,31,0,17,1,0,12603,12603,0,1,0,12,53,283,46,4,0,1838,37810,0,61352,55,16,5,30694,0,0,10362,156,58,12627,0,12,0,1963216,0,89,4,53,1057,0,0,0,12,0,433752,1213,49,12605,166471360,63173680
get public account + copy array from storage,66454,231,1,34,9,81,16,1,0,10,0,1914,2,16,3,26,28,0,1,4,3764,0,2,4,70,15,0,3,2792,13,16,68,90,1,124,213,40100,0,65820,9,0,5563,0,80200,33,0,17,0,56460,0,0,0,1,11292,12,55,293,46,4,0,1854,1,0,132894,56,16,5,11311,0,0,10469,157,61,43886,0,10,0,5095696,0,89,4,53,1074,0,0,0,15,0,8,1229,49,3766,410137362,210656784
emit event + load and save empty string on signers address,73243,231,0,35,9,81,16,0,0,10,0,1890,2,16,2,26,25,0,1,4,46538,0,73237,4,71,17,0,2,2167,14,16,69,90,3,123,212,26700,0,884577,9,0,5512,0,10,31,0,17,1,0,0,0,0,0,0,12,52,286,46,4,0,1839,1,0,259392,55,16,5,26715,0,0,10369,156,56,93105,0,10,0,4687056,0,89,4,53,1061,1,0,26696,12,0,16,1217,49,93080,261286527,382093712
convert int to string and concatenate it + copy array from storage and save a duplicate,29402,231,2,35,9,81,16,1,0,10,0,1919,2,16,4,26,28,0,1,4,1882,0,943,4,73,17,0,3,279914,15,16,71,90,1,127,214,2,0,63086,9,0,5612,0,4,33,0,17,0,37640,0,0,0,1,7528,12,55,297,46,4,0,1867,1,0,60672,56,16,5,2842,0,0,10555,158,61,48461,0,10,0,2274472,0,89,4,53,1088,0,0,0,15,0,16,1249,49,2825,195411056,104002664
add key to account,1308,231,0,35,9,81,16,0,0,10,0,1871,2,16,2,26,25,0,1,4,0,0,2,4,69,15,0,1,2315,12,16,68,90,1,122,211,2,0,46271,9,0,5449,0,4,29,0,17,0,190238,0,0,0,0,2606,12,50,278,46,4,0,1821,1,0,1304,54,16,5,19,0,0,10250,155,54,1327,0,10,0,83400,0,89,4,53,1048,0,0,0,9,0,95119,1199,49,2,201293461,83227976
bool + address,201059,231,0,34,9,81,16,0,0,10,0,1895,2,16,2,26,27,0,1,4,0,0,2,4,68,14,0,2,2166,12,16,66,90,53402,120,212,2,0,46356,9,0,5486,0,4,31,0,17,0,0,0,0,0,0,0,12,53,281,46,4,0,1833,1,0,254456,55,16,5,127246,2,0,10327,156,58,24,0,10,0,8142544,0,89,4,53,1051,0,0,0,13,0,0,1203,49,2,416090607,160528936
get signer receiver,11963,231,0,34,9,81,16,0,0,10,0,1876,2,16,2,26,26,0,1,5,11956,0,2,5,70,14,2,1,2167,13,16,69,90,6,123,212,47826,0,262266,9,11958,5479,0,95652,29,0,17,5,0,11956,11958,0,1,0,12,50,279,46,4,0,1828,23915,0,59781,54,16,5,11975,0,11958,10302,156,55,23936,0,10,0,765192,11956,89,4,53,1055,0,0,0,9,0,40,1212,49,11960,155248088,186202416
get account and get storage used + copy array from storage,23557,231,1,34,9,81,16,1,0,10,0,1914,2,16,3,26,28,0,1,4,3234,0,2,4,70,15,0,3,2792,13,16,68,90,1,125,213,913,0,63180,9,0,5566,0,1826,33,0,17,0,48510,0,0,0,1,9702,12,55,293,46,4,0,1855,1,0,47100,56,16,5,9721,0,0,10474,157,61,4169,0,10,0,2231568,0,89,4,53,1075,0,0,0,15,0,7296,1230,49,3236,166627770,38912504
load and save empty string on signers address,38938,231,0,35,9,81,16,0,0,10,0,1875,2,16,2,26,25,0,1,4,38931,0,38933,4,71,16,0,1,2290,14,16,68,90,1,122,212,2,0,747543,9,0,5474,0,4,29,0,17,0,0,0,0,0,0,0,12,50,281,46,4,0,1829,1,0,194656,54,16,5,19,0,0,10298,156,54,77886,0,10,0,2491592,0,89,4,53,1055,0,0,0,9,0,0,1208,49,77864,140790685,156715376
