tx,2006,2007,2011,1025,2005,2027,2017,2019,1003,2020,2010,2018,1026,2004,1010,2025,2026,2024,1001,2015,2022,1041,2008,2009,1011,1012,1002,1040,estimated,actual
borrow array from storage + get account and get available balance,0,0,3823,0,0,0,3823,545,6840,1244421,0,0,0,0,0,3824,0,0,27939,3823,2185,0,0,545,0,0,8885,0,43664,330
iteration + get public account,0,0,8,152,0,0,8,0,18425,2394,0,0,15200,0,0,9,0,0,52814,8,5,0,0,0,0,0,33777,0,105016,69
load and save long string on signers address,0,0,8,0,0,0,8,0,97298,3468,0,0,0,0,0,9,1189,0,145949,8,5,0,0,0,0,0,48649,0,291896,500
mint NFT,0,0,8,0,7346,0,8,0,28648,3927,0,0,0,0,7162,9,1399071,0,50136,8,5,0,7162,0,21486,0,7162,0,85946,574
function + copy array from storage,0,0,8,0,0,0,8,0,2307,4124,0,0,23070,0,0,9,0,0,140245,8,5,0,0,0,0,0,66660,0,209212,184
get signer receiver + get account and get storage used,0,0,8,0,0,0,8,2823,11988,4055,0,0,0,0,0,9,0,0,11760,8,5,0,0,0,0,0,5878,0,29626,112
copy array from storage + string toLower,0,0,8,0,0,0,8,0,26621,4124,0,0,8740,0,0,9,0,0,64608,8,5,0,0,0,0,0,30991,0,122220,93
get public account + reference tx,0,0,8,0,0,0,8,0,65742,2326,0,0,0,0,0,9,0,0,424900,8,5,0,0,0,0,0,359154,0,849796,507
load and save empty string on signers address + get account and get storage used,0,0,8,0,0,0,8,19577,112655,3591,0,0,0,0,0,9,1148,0,178775,8,5,0,0,0,0,0,66116,0,357546,505
create new account + string toLower,29,29,559,0,0,0,298,0,37123,2312,0,0,0,0,0,560,0,0,74250,559,295,0,0,0,0,0,37123,0,148496,150
function,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,20004,8,5,0,0,0,0,0,10001,0,30005,52
convert int to string and concatenate it + transfer tokens,0,1170,8,0,0,0,8,0,13579,4240,0,0,0,0,1755,9,225,0,20603,8,5,0,585,0,1755,585,4157,0,38339,85
transfer tokens,0,4348,8,0,0,0,8,0,23914,4240,0,0,0,0,6522,9,225,0,50004,8,5,0,2174,0,6522,2174,2174,0,76092,328
load and save long string on signers address + get account and get available balance,0,0,2300,0,0,0,1918,382,36982,888685,0,0,0,0,0,2301,1189,0,54713,2300,769,0,0,382,0,0,16963,0,108658,272
get account and get storage capacity + get public account,0,0,2132,0,0,0,1778,0,17280,822612,0,354,0,0,0,2133,0,0,32794,2132,713,0,0,0,0,0,15864,0,65938,170
ephemeral ref + copy array from storage and save a duplicate,0,0,8,0,3166,0,8,0,9498,4657,0,0,79150,0,0,9,1722,0,261285,8,5,0,0,0,0,0,88149,0,358932,418
convert int to string and concatenate it + address,0,0,8,0,0,0,8,0,43594,2394,0,0,0,0,0,9,0,0,243990,8,5,0,0,0,0,0,121993,0,409577,267
get signer address + load and save long string on signers address,0,0,8,0,0,0,8,0,35416,3591,0,0,0,0,0,9,1189,0,287542,8,5,0,0,0,0,0,134915,0,457873,376
load and save long string on signers address + get public account,0,0,8,0,0,0,8,0,24297,3591,0,0,0,0,0,9,1189,0,45375,8,5,0,0,0,0,0,21074,0,90746,318
call empty contract function + bitwise,0,0,8,0,0,0,8,0,59434,2533,0,0,0,0,0,9,0,0,145336,8,5,0,0,0,0,0,72666,0,277436,514
,0,3,6,0,0,0,6,0,15,4036,0,0,0,0,5,7,226,0,27,6,4,0,2,0,6,2,0,0,42,6
get signer receiver,0,0,8,0,0,0,8,0,5574,4055,0,0,0,0,0,9,0,0,3718,8,5,0,0,0,0,0,1858,0,11150,38
add and remove key to/from account + load and save empty string on signers address,0,770,8,770,0,0,8,0,10127,3591,0,0,28105,385,0,9,1148,385,14617,8,5,0,0,0,0,0,4871,0,29615,118
ephemeral ref,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,192026,8,5,0,0,0,0,0,64008,0,256034,203
call empty contract function + get signer receiver,0,0,8,0,0,0,8,0,38290,4153,0,0,0,0,0,9,0,0,64644,8,5,0,0,0,0,0,32320,0,135254,154
get public account,0,0,8,0,0,0,8,0,880,2394,0,0,0,0,0,9,0,0,1762,8,5,0,0,0,0,0,880,0,3522,5
emit event + create new account,95,26191,1718,0,0,0,578,0,52287,2615,0,0,0,0,26096,1719,0,0,78482,1718,575,0,0,0,0,0,26191,0,156960,387
copy array from storage and save a duplicate + get signer vault,0,0,8,0,2926,0,8,0,17782,4779,0,0,73150,0,0,9,1722,0,67754,8,5,0,0,0,0,0,26560,0,112096,287
get signer vault + add and remove key to/from account,0,1450,8,1450,0,0,8,0,14667,3590,0,0,52925,725,0,9,0,725,27163,8,5,0,0,0,0,0,13217,0,55047,572
mint NFT + ephemeral ref,0,0,8,0,1311,0,8,0,5116,4748,0,0,0,0,1279,9,251917,0,39593,8,5,0,1279,0,3837,0,11491,0,56200,94
dict + get account and get storage used,0,0,8,0,0,0,8,12350,12350,2394,0,0,0,0,0,9,0,0,31930,8,5,0,0,0,0,0,15963,3613,60243,2392
create new account and deploy contract + call empty contract function,141,282,2687,282,282,141,854,0,59857,171392,0,0,5217,0,141,2547,23265,0,119295,2687,851,0,0,0,0,0,59575,0,238727,442
bool + get account and get available balance,0,0,3962,0,0,0,3303,659,6590,1529297,0,0,0,0,0,3963,0,0,18573,3962,1323,0,0,659,0,0,5660,0,30823,308
load and save long string on signers address + float,0,0,8,0,0,0,8,0,46346,3591,0,0,0,0,0,9,1189,0,182725,8,5,0,0,0,0,0,79774,0,308845,376
copy array from storage + get account and get storage capacity,0,0,770,0,0,0,643,0,1924,298383,0,127,12890,0,0,771,0,0,19974,770,259,0,0,0,0,0,7861,0,29759,97
array append + bool,0,0,8,24346,0,0,8,0,24346,2394,0,0,0,0,0,9,0,0,207584,8,5,0,0,0,0,0,103790,0,335720,255
get account and get available balance + address,0,0,1331,0,0,0,1331,189,1890,433813,0,0,0,0,0,1332,0,0,14013,1331,761,0,0,189,0,0,5965,0,21868,90
get account and get available balance,0,0,4526,0,0,0,3773,753,7530,1716140,0,0,0,0,0,4527,0,0,9791,4526,1511,0,0,753,0,0,753,0,18074,484
copy array from storage,0,0,8,0,0,0,8,0,8450,4001,0,0,84500,0,0,9,0,0,126752,8,5,0,0,0,0,0,50700,0,185902,582
function,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,157124,8,5,0,0,0,0,0,78561,0,235685,313
add and remove key to/from account + bitwise,0,1608,8,1608,0,0,8,0,2412,2312,0,0,58692,804,0,9,0,804,81268,8,5,0,0,0,0,0,40230,0,123910,241
load and save long string on signers address,0,0,8,0,0,0,8,0,55654,3591,0,0,0,0,0,9,1189,0,83483,8,5,0,0,0,0,0,27827,0,166964,167
get signer vault + dict,0,0,8,0,0,0,8,0,5514,3590,0,0,0,0,0,9,0,0,65406,8,5,0,0,0,0,0,32701,27187,103621,215
convert int to string and concatenate it + iteration,0,0,8,405,0,0,8,0,118180,2394,0,0,40500,0,0,9,0,0,201209,8,5,0,0,0,0,0,120245,0,439634,323
borrow array from storage + get account and get storage capacity,0,0,554,0,0,0,554,0,4563,181529,0,78,0,0,0,555,0,0,62989,554,317,0,0,0,0,0,25116,0,92668,168
function,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,132860,8,5,0,0,0,0,0,66429,0,199289,130
create new account and deploy contract + copy array from storage,2,4,46,4,4,2,20,0,1519,6313,0,0,15204,0,2,45,330,0,22705,46,17,0,0,0,0,0,9080,0,33304,61
array append + borrow array from storage,0,0,8,12661,0,0,8,0,13692,4124,0,0,0,0,0,9,0,0,40791,8,5,0,0,0,0,0,18847,0,73330,126
add and remove key to/from account,0,262,8,262,0,0,8,0,393,2394,0,0,9563,131,0,9,0,131,395,8,5,0,0,0,0,0,131,0,919,19
float + create new account and deploy contract,78,156,1490,156,156,78,476,0,234,95760,0,0,2886,0,78,1413,12870,0,28396,1490,473,0,0,0,0,0,14157,0,42787,178
get account and get storage capacity + character,0,0,2654,0,0,0,2213,0,2205,1024191,0,441,0,0,0,2655,0,0,22073,2654,887,0,0,0,0,0,10373,0,34651,275
function + add and remove key to/from account,0,1582,8,1582,0,0,8,0,2373,2200,0,0,57743,791,0,9,0,791,44607,8,5,0,0,0,0,0,21906,0,68886,150
array append + get account and get storage capacity,0,0,500,22459,0,0,418,0,22869,188944,0,82,0,0,0,501,0,0,45332,500,169,0,0,0,0,0,22541,0,90742,307
get account and get storage capacity + emit event,0,12215,1280,0,0,0,1068,0,25490,485045,0,212,0,0,12215,1281,0,0,37709,1280,429,0,0,0,0,0,12427,0,75626,217
copy array from storage and save a duplicate + dict,0,0,8,0,62,0,8,0,186,4534,0,0,1550,0,0,9,1681,0,48456,8,5,0,0,0,0,0,24071,23699,72713,115
add key to account,0,3063,8,3063,0,0,8,0,6126,2312,0,0,223599,3063,0,9,0,0,6128,8,5,0,0,0,0,0,3063,0,15317,276
convert int to string + load and save long string on signers address,0,0,8,0,0,0,8,0,109210,3591,0,0,0,0,0,9,1189,0,196756,8,5,0,0,0,0,0,87542,0,393508,306
create new account and deploy contract,135,270,2708,270,270,135,1358,0,405,163989,0,0,4995,0,135,2574,22275,0,407,2708,1355,0,0,0,0,0,135,0,947,247
get account and get storage used + convert int to string and concatenate it,0,0,8,0,0,0,8,7450,19948,2312,0,0,0,0,0,9,0,0,27402,8,5,0,0,0,0,0,13699,0,61049,114
copy array from storage and save a duplicate + transfer tokens,0,1546,8,0,1817,0,8,0,13954,5306,0,0,45425,0,2319,9,1947,0,48672,8,5,0,773,0,2319,773,11675,0,74301,315
iteration,0,0,8,10001,0,0,8,0,1000100,2394,0,0,1000100,0,0,9,0,0,3050307,8,5,0,0,0,0,0,2010201,0,6060608,3946
borrow array from storage + copy array from storage,0,0,8,0,0,0,8,0,8573,4124,0,0,36470,0,0,9,0,0,128599,8,5,0,0,0,0,0,51438,0,188610,344
add key to account,0,2478,8,2478,0,0,8,0,4956,2312,0,0,180894,2478,0,9,0,0,4958,8,5,0,0,0,0,0,2478,0,12392,292
function,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,170588,8,5,0,0,0,0,0,85293,0,255881,185
ephemeral ref + copy array from storage,0,0,8,0,0,0,8,0,2984,4124,0,0,29840,0,0,9,0,0,83440,8,5,0,0,0,0,0,30796,0,117220,105
character + get signer address,0,0,8,0,0,0,8,0,0,2200,0,0,0,0,0,9,0,0,248958,8,5,0,0,0,0,0,124477,0,373435,229
get account and get storage capacity + get signer address,0,0,4742,0,0,0,3953,0,3945,1798076,0,789,0,0,0,4743,0,0,180049,4742,1583,0,0,0,0,0,88839,0,272833,463
bool + dict,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,20008,8,5,0,0,0,0,0,10002,5001,30010,31
get account and get storage capacity + create new account,91,91,4103,0,0,0,3193,0,1716,755419,0,325,0,0,0,4104,0,0,1811,4103,2215,0,0,0,0,0,416,0,3943,361
get account and get balance,0,0,11114,0,0,0,6795,0,1851,1416476,617,0,0,0,0,11115,0,0,2470,11114,3707,0,0,0,0,0,617,0,4938,360
borrow array from storage + float,0,0,8,0,0,0,8,0,1179,4001,0,0,0,0,0,9,0,0,127087,8,5,0,0,0,0,0,61773,0,190039,174
function + path,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,223464,8,5,0,0,0,0,0,111730,0,335194,232
float + create new account,120,120,2168,0,0,0,728,0,120,2312,0,0,0,0,0,2169,0,0,125058,2168,725,0,0,0,0,0,62527,0,187705,460
emit event + reference tx,0,847,8,0,0,0,8,0,1694,2533,0,0,0,0,847,9,0,0,212260,8,5,0,0,0,0,0,210562,0,424516,169
ephemeral ref,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,402140,8,5,0,0,0,0,0,134046,0,536186,445
emit event + copy array from storage,0,25246,8,0,0,0,8,0,57650,4220,0,0,71580,0,25246,9,0,0,183112,8,5,0,0,0,0,0,68194,0,308956,458
create new account and deploy contract + bitwise,27,54,521,54,54,27,170,0,81,33524,0,0,999,0,27,495,4455,0,24133,521,167,0,0,0,0,0,12051,0,36265,123
float,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,56292,8,5,0,0,0,0,0,28145,0,84437,124
emit event + load and save long string on signers address,0,9356,8,0,0,0,8,0,51670,3689,0,0,0,0,9356,9,1189,0,77509,8,5,0,0,0,0,0,25835,0,155014,243
emit event + create new account,124,20388,2240,0,0,0,752,0,40652,2615,0,0,0,0,20264,2241,0,0,61044,2240,749,0,0,0,0,0,20388,0,122084,383
create new account,231,231,4166,0,0,0,1394,0,231,2394,0,0,0,0,0,4167,0,0,464,4166,1391,0,0,0,0,0,231,0,926,370
add key to account,0,1403,8,1403,0,0,8,0,2806,2312,0,0,102419,1403,0,9,0,0,2808,8,5,0,0,0,0,0,1403,0,7017,97
character,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,246304,8,5,0,0,0,0,0,123151,0,369455,355
get public account + address,0,0,8,0,0,0,8,0,31049,2312,0,0,0,0,0,9,0,0,140772,8,5,0,0,0,0,0,70384,0,242205,208
add and remove key to/from account + emit event,0,10033,8,1580,0,0,8,0,19276,2615,0,0,57670,790,8453,9,0,790,27733,8,5,0,0,0,0,0,9243,0,56252,175
get signer address + array append,0,0,8,20758,0,0,8,0,20758,2312,0,0,0,0,0,9,0,0,54596,8,5,0,0,0,0,0,27296,0,102650,134
add key to account,0,1110,8,1110,0,0,8,0,2220,2312,0,0,81030,1110,0,9,0,0,2222,8,5,0,0,0,0,0,1110,0,5552,95
string toLower,0,0,8,0,0,0,8,0,66818,2394,0,0,0,0,0,9,0,0,133638,8,5,0,0,0,0,0,66818,0,267274,154
emit event,0,9187,8,0,0,0,8,0,18374,2533,0,0,0,0,9187,9,0,0,27563,8,5,0,0,0,0,0,9187,0,55124,107
add key to account + add and remove key to/from account,0,3927,8,3927,0,0,8,0,6375,2394,0,0,178704,2448,0,9,0,1479,6379,8,5,0,0,0,0,0,2448,0,15202,291
emit event + copy array from storage and save a duplicate,0,809,8,0,2488,0,8,0,9082,4878,0,0,62200,0,809,9,1722,0,44727,8,5,0,0,0,0,0,15737,0,69546,139
bitwise,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,6514,8,5,0,0,0,0,0,3256,0,9770,20
add key to account + transfer tokens,0,2308,8,2186,0,0,8,0,5043,4240,0,0,159578,2186,183,9,225,0,5779,8,5,0,61,0,183,61,2247,0,13069,161
load and save long string on signers address + path,0,0,8,0,0,0,8,0,7640,3591,0,0,0,0,0,9,1189,0,11594,8,5,0,0,0,0,0,3885,0,23119,24
get signer receiver,0,0,8,0,0,0,8,0,35472,3932,0,0,0,0,0,9,0,0,23650,8,5,0,0,0,0,0,11824,0,70946,249
load and save long string on signers address,0,0,8,0,0,0,8,0,27702,3468,0,0,0,0,0,9,1189,0,41555,8,5,0,0,0,0,0,13851,0,83108,161
convert int to string + get account and get storage used,0,0,8,0,0,0,8,2314,35714,2394,0,0,0,0,0,9,0,0,71432,8,5,0,0,0,0,0,35714,0,142860,150
dict + load and save empty string on signers address,0,0,8,0,0,0,8,0,26000,3468,0,0,0,0,0,9,1148,0,44388,8,5,0,0,0,0,0,15692,2692,86080,97
get account and get available balance + get signer receiver,0,0,734,0,0,0,613,121,33955,284412,0,0,0,0,0,735,0,0,23407,734,247,0,0,121,0,0,11036,0,68398,293
address,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,257474,8,5,0,0,0,0,0,128736,0,386210,228
path,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,61504,8,5,0,0,0,0,0,30751,0,92255,70
convert int to string + convert int to string and concatenate it,0,0,8,0,0,0,8,0,131071,2312,0,0,0,0,0,9,0,0,189630,8,5,0,0,0,0,0,94813,0,415514,327
string toLower + add and remove key to/from account,0,960,8,960,0,0,8,0,37750,2394,0,0,35040,480,0,9,0,480,74064,8,5,0,0,0,0,0,36790,0,148604,131
float + address,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,138884,8,5,0,0,0,0,0,69440,0,208324,208
bool + string toLower,0,0,8,0,0,0,8,0,510,2312,0,0,0,0,0,9,0,0,58684,8,5,0,0,0,0,0,29340,0,88534,65
address + load and save long string on signers address,0,0,8,0,0,0,8,0,1012,3591,0,0,0,0,0,9,1189,0,80602,8,5,0,0,0,0,0,40046,0,121660,91
get account and get storage used + bool,0,0,8,0,0,0,8,2870,2870,2312,0,0,0,0,0,9,0,0,193476,8,5,0,0,0,0,0,96736,0,293082,320
get signer address,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,475420,8,5,0,0,0,0,0,237709,0,713129,409
add key to account + copy array from storage,0,377,8,377,0,0,8,0,3655,4124,0,0,56531,377,0,9,0,0,44273,8,5,0,0,0,0,0,17783,0,65711,149
create new account + mint NFT,147,147,2654,0,3363,0,890,0,13259,6183,0,0,0,0,3278,2655,643492,0,23244,2654,887,0,3278,0,9834,0,3425,0,39928,1483
dict + convert int to string,0,0,8,0,0,0,8,0,63818,2312,0,0,0,0,0,9,0,0,182708,8,5,0,0,0,0,0,91352,27534,337878,286
get account and get available balance + add and remove key to/from account,0,814,104,814,0,0,88,16,1381,39466,0,0,29711,407,0,105,0,407,1433,104,37,0,0,16,0,0,423,0,3237,63
convert int to string and concatenate it,0,0,8,0,0,0,8,0,151826,2312,0,0,0,0,0,9,0,0,151828,8,5,0,0,0,0,0,75913,0,379567,551
get signer receiver,0,0,8,0,0,0,8,0,56328,3932,0,0,0,0,0,9,0,0,37554,8,5,0,0,0,0,0,18776,0,112658,415
array append,0,0,8,41931,0,0,8,0,41931,2312,0,0,0,0,0,9,0,0,83864,8,5,0,0,0,0,0,41931,0,167726,291
string toLower + address,0,0,8,0,0,0,8,0,29862,2394,0,0,0,0,0,9,0,0,88442,8,5,0,0,0,0,0,44219,0,162523,133
get account and get balance + transfer tokens,0,1194,10363,0,0,0,8183,0,8202,1253257,545,0,0,0,1791,10364,225,0,15915,10363,5455,0,597,0,1791,597,1142,0,25259,361
array append + get signer vault,0,0,8,30882,0,0,8,0,36877,3590,0,0,0,0,0,9,0,0,73758,8,5,0,0,0,0,0,36877,0,147512,254
path,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,161610,8,5,0,0,0,0,0,80804,0,242414,136
convert int to string + float,0,0,8,0,0,0,8,0,68994,2394,0,0,0,0,0,9,0,0,209204,8,5,0,0,0,0,0,104600,0,382798,280
copy array from storage and save a duplicate + get signer receiver,0,0,8,0,3050,0,8,0,31911,5121,0,0,76250,0,0,9,1722,0,67028,8,5,0,0,0,0,0,25887,0,124826,456
character + get signer receiver,0,0,8,0,0,0,8,0,582,3932,0,0,0,0,0,9,0,0,27700,8,5,0,0,0,0,0,13848,0,42130,42
get public account + get account and get available balance,0,0,1807,0,0,0,1807,257,42464,587244,0,0,0,0,0,1808,0,0,83133,1807,1033,0,0,257,0,0,40151,0,165748,315
emit event + get signer address,0,13827,8,0,0,0,8,0,27654,2615,0,0,0,0,13827,9,0,0,282795,8,5,0,0,0,0,0,134482,0,444931,309
,0,0,0,1,1,0,0,0,2,3201,0,0,10,0,0,1,1625,0,2,0,0,0,0,0,0,0,0,0,4,2
get public account + get signer vault,0,0,8,0,0,0,8,0,19584,3590,0,0,0,0,0,9,0,0,39172,8,5,0,0,0,0,0,19584,0,78340,119
dict,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,145796,8,5,0,0,0,0,0,72897,72897,218693,468
get account and get storage used + bitwise,0,0,8,0,0,0,8,15524,15524,2312,0,0,0,0,0,9,0,0,102534,8,5,0,0,0,0,0,51265,0,169323,1618
path + call empty contract function,0,0,8,0,0,0,8,0,59434,2533,0,0,0,0,0,9,0,0,128874,8,5,0,0,0,0,0,64435,0,252743,264
get public account + convert int to string,0,0,8,0,0,0,8,0,9038,2394,0,0,0,0,0,9,0,0,18080,8,5,0,0,0,0,0,9038,0,36156,34
load and save empty string on signers address,0,0,8,0,0,0,8,0,110878,3468,0,0,0,0,0,9,1148,0,166319,8,5,0,0,0,0,0,55439,0,332636,379
iteration + copy array from storage and save a duplicate,0,0,8,308,733,0,8,0,32999,4534,0,0,49125,0,0,9,1681,0,106405,8,5,0,0,0,0,0,66306,0,205710,245
get signer receiver,0,0,8,0,0,0,8,0,41394,3932,0,0,0,0,0,9,0,0,27598,8,5,0,0,0,0,0,13798,0,82790,264
get public account + reference tx,0,0,8,0,0,0,8,0,382,2394,0,0,0,0,0,9,0,0,5395,8,5,0,0,0,0,0,5009,0,10786,7
array append + transfer tokens,0,794,8,27107,0,0,8,0,31474,4240,0,0,0,0,1191,9,225,0,63349,8,5,0,397,0,1191,397,27504,0,122327,205
get signer vault + emit event,0,8087,8,0,0,0,8,0,19399,3811,0,0,0,0,8087,9,0,0,30715,8,5,0,0,0,0,0,11312,0,61426,98
character + bool,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,223850,8,5,0,0,0,0,0,111923,0,335773,244
transfer tokens,0,7304,8,0,0,0,8,0,40172,4240,0,0,0,0,10956,9,225,0,83998,8,5,0,3652,0,10956,3652,3652,0,127822,456
emit event + borrow array from storage,0,12863,8,0,0,0,8,0,30682,4345,0,0,0,0,12863,9,0,0,112933,8,5,0,0,0,0,0,42599,0,186214,280
float + create new account and deploy contract,141,282,2687,282,282,141,854,0,423,165308,0,0,5217,0,141,2547,23265,0,10429,2687,851,0,0,0,0,0,5142,0,15994,277
borrow array from storage + character,0,0,8,0,0,0,8,0,2544,4124,0,0,0,0,0,9,0,0,141800,8,5,0,0,0,0,0,67082,0,211426,330
call empty contract function + get account and get storage capacity,0,0,449,0,0,0,449,0,38862,145921,0,63,0,0,0,450,0,0,77413,449,257,0,0,0,0,0,38610,0,154885,226
character + create new account and deploy contract,43,86,825,86,86,43,266,0,129,53865,0,0,1591,0,43,783,7095,0,143183,825,263,0,0,0,0,0,71568,0,214880,260
load and save empty string on signers address + mint NFT,0,0,8,0,3290,0,8,0,16088,3865,0,0,0,0,3208,9,627066,0,27344,8,5,0,3208,0,9624,0,4836,0,48268,207
call empty contract function + ephemeral ref,0,0,8,0,0,0,8,0,596,2533,0,0,0,0,0,9,0,0,187631,8,5,0,0,0,0,0,62741,0,250968,203
mint NFT,0,0,8,0,4953,0,8,0,19312,5631,0,0,0,0,4828,9,945341,0,33798,8,5,0,4828,0,14484,0,4828,0,57938,255
get account and get balance + create new account and deploy contract,55,110,6021,110,110,55,3374,0,993,712137,276,0,2035,0,55,5967,9075,0,1273,6021,1991,0,0,0,0,0,331,0,2597,380
get signer receiver + get account and get available balance,0,0,2395,0,0,0,2395,341,7499,780048,0,0,0,0,0,2396,0,0,7163,2395,1369,0,0,341,0,0,1704,0,16366,181
create new account + get account and get balance,51,51,1718,0,0,0,798,0,183,103160,44,0,0,0,0,1719,0,0,282,1718,575,0,0,0,0,0,95,0,560,90
load and save empty string on signers address + get account and get storage capacity,0,0,3044,0,0,0,2538,0,95608,1155124,0,506,0,0,0,3045,1148,0,142151,3044,1017,0,0,0,0,0,47045,0,284804,1457
emit event + get account and get storage used,0,30502,8,0,0,0,8,4548,65552,2533,0,0,0,0,30502,9,0,0,100606,8,5,0,0,0,0,0,35050,0,201208,3702
,0,1,1,3,3,1,0,0,2,3201,0,0,764,0,1,1,274,0,3,1,0,0,0,0,0,0,0,0,5,8
get account and get available balance + reference tx,0,0,1772,0,0,0,1478,294,2940,654880,0,0,0,0,0,1773,0,0,190445,1772,593,0,0,294,0,0,186913,0,380298,322
emit event + get signer address,0,4403,8,0,0,0,8,0,8806,2533,0,0,0,0,4403,9,0,0,124343,8,5,0,0,0,0,0,59968,0,193117,372
create new account + add key to account,53,1814,962,1761,0,0,326,0,3575,2312,0,0,128553,1761,0,963,0,0,3632,962,323,0,0,0,0,0,1814,0,9021,201
get signer address,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,467612,8,5,0,0,0,0,0,233805,0,701417,445
create new account and deploy contract,36,72,692,72,72,36,224,0,108,45486,0,0,1332,0,36,657,5939,0,110,692,221,0,0,0,0,0,36,0,254,91
borrow array from storage + load and save empty string on signers address,0,0,8,0,0,0,8,0,28479,4124,0,0,0,0,0,9,1148,0,113881,8,5,0,0,0,0,0,43230,0,185590,319
get account and get storage used + emit event,0,8952,8,0,0,0,8,4782,22686,2533,0,0,0,0,8952,9,0,0,36424,8,5,0,0,0,0,0,13734,0,72844,155
character + string toLower,0,0,8,0,0,0,8,0,13894,2312,0,0,0,0,0,9,0,0,65504,8,5,0,0,0,0,0,32750,0,112148,100
add and remove key to/from account + load and save long string on signers address,0,64,8,64,0,0,8,0,22624,3468,0,0,2336,32,0,9,1189,32,33892,8,5,0,0,0,0,0,11296,0,67812,68
get public account + call empty contract function,0,0,8,0,0,0,8,0,26551,2615,0,0,0,0,0,9,0,0,53106,8,5,0,0,0,0,0,26551,0,106208,116
dict,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,112130,8,5,0,0,0,0,0,56064,56064,168194,274
add and remove key to/from account,0,4284,8,4284,0,0,8,0,6426,2394,0,0,156366,2142,0,9,0,2142,6428,8,5,0,0,0,0,0,2142,0,14996,270
copy array from storage and save a duplicate + load and save empty string on signers address,0,0,8,0,212,0,8,0,45226,4534,0,0,5300,0,0,9,1681,0,70493,8,5,0,0,0,0,0,23567,0,139286,183
get account and get storage capacity + borrow array from storage,0,0,500,0,0,0,418,0,1383,190633,0,82,0,0,0,501,0,0,15009,500,169,0,0,0,0,0,5920,0,22312,89
load and save long string on signers address + get signer vault,0,0,8,0,0,0,8,0,18907,3590,0,0,0,0,0,9,1189,0,30285,8,5,0,0,0,0,0,11374,0,60566,127
add and remove key to/from account + load and save empty string on signers address,0,1204,8,1204,0,0,8,0,8894,3591,0,0,43946,602,0,9,1148,602,12442,8,5,0,0,0,0,0,4146,0,25482,123
character,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,28902,8,5,0,0,0,0,0,14450,0,43352,68
address + get signer vault,0,0,8,0,0,0,8,0,339,3713,0,0,0,0,0,9,0,0,10684,8,5,0,0,0,0,0,5340,0,16363,21
transfer tokens + address,0,2230,8,0,0,0,8,0,12265,4240,0,0,0,0,3345,9,225,0,54895,8,5,0,1115,0,3345,1115,15738,0,82898,197
float,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,232424,8,5,0,0,0,0,0,116211,0,348635,481
load and save long string on signers address + call empty contract function,0,0,8,0,0,0,8,0,48808,3687,0,0,0,0,0,9,1189,0,80161,8,5,0,0,0,0,0,31349,0,160318,195
copy array from storage and save a duplicate,0,0,8,0,7966,0,8,0,23898,4534,0,0,199150,0,0,9,1681,0,135424,8,5,0,0,0,0,0,47796,0,207118,563
float,0,0,8,0,0,0,8,0,0,2394,0,0,0,0,0,9,0,0,236018,8,5,0,0,0,0,0,118008,0,354026,430
get signer address,0,0,8,0,0,0,8,0,0,2312,0,0,0,0,0,9,0,0,20734,8,5,0,0,0,0,0,10366,0,31100,18
get public account,0,0,8,0,0,0,8,0,43101,2394,0,0,0,0,0,9,0,0,86204,8,5,0,0,0,0,0,43101,0,172406,167
get account and get storage capacity,0,0,4820,0,0,0,4018,0,4010,1827664,0,802,0,0,0,4821,0,0,4012,4820,1609,0,0,0,0,0,802,0,8824,354
array append + add and remove key to/from account,0,1022,8,1770,0,0,8,0,2281,2270,0,0,37303,511,0,9,0,511,3033,8,5,0,0,0,0,0,1259,0,6573,99
